Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Bubble1	Bubble2	Bubble3	Twi4d_1	Twi4d_2	Twi4d_3	BLAST.Hit	Trinotate.Descr	Emapper.Annotation
NV2.10076	313.237717209121	-1.37692218951741	0.115943701337166	-3.25090699339777	0.00115037483837794	0.00642083281761712	469.068297479078	439.515342795599	423.466875398838	179.525551620722	182.271523326911	149.307026165195	neuropeptide FF receptor 2.1 [Danio rerio]	Neuropeptide Y receptor;	neuropeptide FF receptor
NV2.10077	2277.73024314398	1.38215805512816	0.101257949289888	3.77410423387196	0.000160583614099627	0.0010085256329468	1499.03307765801	1428.91759429063	1513.50198059214	4126.85060875175	4133.12994787238	3317.93391478212	hydrolase [Streptomyces chartreusis]	NA	NA
NV2.10085	2664.42107041521	1.55196975289191	0.0894034609371003	6.17391929916722	6.66175538109425e-10	7.32910929574514e-09	1474.21464921996	1338.25523658391	1359.79918878071	4244.29723130736	4362.55279190548	3609.52926075432	NA	NA	NA
NV2.10086	41944.899004892	-1.61439637622783	0.158404315587972	-3.87865932785531	0.000105033724372941	0.000679079786235172	63952.1263991581	65998.2545688495	63077.7436844092	17559.3886113265	17330.5734882181	28153.3073311407	NA	NA	NA
NV2.10114	521.025215194466	-2.50510970492695	0.111322260731534	-13.5202940996383	1.18700310318174e-41	4.93280420985926e-40	496.368568760929	467.108234271556	465.813562938722	87.2460624698838	83.0426245273183	80.3960910120283	dopamine transporter [Mus musculus]	Sodium-dependent dopamine transporter;	Solute carrier family 6
NV2.10115	2901.83746575025	-3.62856486196164	0.294764945043668	-8.91749479088238	4.76954684481115e-19	9.40750259802656e-18	1752.18104772608	1829.014520692	1615.44770985483	191.270213876284	173.122759607799	55.5115866511624	NA	NA	NA
NV2.10123	59.6978777792123	-3.40705873490714	0.337746138453012	-7.12682829160464	1.02708087146281e-12	1.37674583194142e-11	84.3826566893579	72.9240703293147	109.787708436736	5.59269631217204	13.3712700510089	7.01870635819294	PREDICTED: EGF-like repeat and discoidin I-like domain-containing protein 3 [Rattus norvegicus]	EGF-like repeat and discoidin I-like domain-containing protein 3;	Milk fat globule-EGF factor 8 protein
NV2.10124	179.876243087941	-2.14628819317733	0.219679185371274	-5.21801003240255	1.80855670747195e-07	1.59253702712218e-06	198.547427504372	155.702744757185	174.091937663967	48.6564579158967	45.7438185955567	24.2464401464847	NA	Glutamate carboxypeptidase 2;	N-acetylated alpha-linked acidic
NV2.1013	15.9025708229692	-3.35695947062394	0.627896365648521	-3.75373962897454	0.000174215827496464	0.00108755206599415	24.8184284380464	27.5928914759569	18.8207500177261	3.35561778730322	3.51875527658129	0	NA	NA	NA
NV2.10136	32.7363321540663	-3.15243791007735	0.458359940754035	-4.69595555522684	2.65363241018457e-06	2.08920367686219e-05	86.8644995331626	74.8949911490259	81.5565834101466	13.4224711492129	10.5562658297439	3.19032107190588	Battenin [Ophiophagus hannah]	Protein BTN1;	ceroid-lipofuscinosis, neuronal 3
NV2.1014	278.957161179082	-2.79290594753064	0.224741795868398	-7.97762579320368	1.49174842903171e-15	2.39128298430436e-14	498.850411604734	368.562193285996	432.877250407701	47.5379186534623	49.9663249274542	89.9670542277459	WD repeat-containing protein 82 [Crassostrea gigas]	Ras-related protein Rab-7L1;	NA
NV2.10143	155.973969896562	4.55922536118138	0.334976347297832	10.6253035173759	2.27271650979569e-26	6.18172264668772e-25	17.3728999066325	13.7964457379785	23.5259375221577	526.831992606606	460.956941232148	328.603070406306	NA	NA	NA
NV2.10144	60.5301412981364	-3.2469159902989	0.264185047331127	-8.50508389099947	1.81464328662671e-17	3.29692590897448e-16	248.184284380464	283.812598038414	177.228729333588	22.3707852486881	26.0387890467015	26.1606327896282	NA	NA	NA
NV2.10148	51.7338986149816	5.91671650782219	0.850872737418056	5.77843935009811	7.53967127703386e-09	7.61682330038846e-08	2.48184284380464	0	3.13679166962102	124.157858130219	107.673911463387	118.679943874899	NA	NA	NA
NV2.10150	158.553012670166	-2.41253753177112	0.222098428449816	-6.35996184948373	2.01803865066104e-10	2.30726612638997e-09	191.101898972958	258.190627382168	170.955145994346	34.6747171354666	45.7438185955567	36.3696602197271	NA	NA	NA
NV2.10160	21.2974681565209	-2.69650642007546	0.543352111890354	-3.12229654205855	0.0017944608952428	0.00969954978109367	47.1550140322882	23.6510498365345	26.6627291917787	2.23707852486881	8.44501266379508	4.46644950066824	NA	NA	NA
NV2.10172	26952.8979444119	-4.40295494716164	0.0617179728809317	-55.1371794683978	0	0	50929.8969977151	50646.7523041189	50343.9379015826	2416.04480685832	2373.75230958173	2390.82661128627	cysteine rich BMP regulator 2 precursor [Hydra vulgaris]	PI-actitoxin-Axm2a {ECO:0000303|PubMed:22683676};	Serine protease inhibitor that plays an essential role in male reproduction and fertility. Modulates the hydrolysis of SEMG1 by KLK3 PSA (a serine protease), provides antimicrobial protection for spermatozoa in the ejaculate coagulum, and binds SEMG1 thereby inhibiting sperm motility
NV2.10175	493.407128541473	-10.2383800766781	0.654858741778161	-14.1074394938866	3.41763227898565e-45	1.53661688418297e-43	1288.07643593461	1275.18577035315	1232.75912616106	1.11853926243441	1.40750211063251	0.638064214381177	NA	NA	protein Hydra magnipapillata
NV2.10177	57.2853873426872	-4.01892951525873	0.496707571897013	-6.07788100295896	1.21781070809676e-09	1.3180469838966e-08	223.365855942418	183.295636233142	163.113166820293	19.5744370926021	13.3712700510089	1.91419264314353	NA	NA	NA
NV2.10185	2659.89964421876	-1.56090329335726	0.0584111857655307	-9.60266918067365	7.79004496492619e-22	1.72017099408944e-20	3961.02117871221	3991.11465991519	4156.24896224786	1346.72127197103	1304.75445655634	1454.78640878908	cAMP responsive element binding protein 3-like 2 [Mus musculus]	Cyclic AMP-responsive element-binding protein 3-like protein 2;	NA
NV2.10195	2992.28816245383	-1.39769212469973	0.10272916582441	-3.8712679257951	0.000108270707351248	0.000698072953858654	4646.00980360229	4708.52983829007	4799.29125452017	1651.5232209844	1575.6986128531	2145.17188874952	NA	NA	NA
NV2.10223	104.879470872659	-5.30633985905716	0.336481467488585	-12.7981487099382	1.6790641303022e-37	6.4331945805562e-36	238.256913005246	242.423260824478	169.386750159535	6.15196594338924	4.22250633189754	5.74257792943059	NA	NA	NA
NV2.10225	1017.33333220834	2.93366843932391	0.407688128383081	4.74300894409895	2.10566969202612e-06	1.68048292487234e-05	307.748512631776	382.358639023974	348.183875327934	3628.54136733722	3649.65297287011	658.482269241374	NA	NA	NA
NV2.10248	1593.6105728794	3.06610195146003	0.187711407018713	11.0068001954408	3.54366754764615e-28	1.031533428573e-26	384.68564078972	384.329559843685	381.120187858954	3659.30119705416	3762.95689277603	2208.97831018763	NA	NA	NA
NV2.10250	406.900118064252	-2.7514620325046	0.242479584554513	-7.22313194210725	5.08036775020111e-13	6.95484826493049e-12	727.179953234761	636.60742476672	635.200313098257	120.242970711699	125.97143890161	50.4070729361129	NA	NA	NA
NV2.10253	2477.34961644842	-8.16454876438547	0.399453684277191	-17.935868528412	6.18890477561899e-72	4.85204933648213e-70	3238.80491116506	3539.77379220133	3067.78225288936	17.3373585677333	16.8900253275902	0	NA	NA	NA
NV2.10254	101.657900022848	-3.14476180386055	0.214189115284803	-10.0134024131371	1.33094788882319e-23	3.18386623814768e-22	392.131169321134	366.591272466285	401.509333711491	43.6230312349419	30.9650464339153	56.1496508655435	RecName: Full=Phospholipase A2; AltName: Full=AcPLA2; AltName: Full=Acarc; AltName: Full=Phosphatidylcholine 2-acylhydrolase; Flags: Precursor	Phospholipase A2 A2-hormotoxin-Apt1a {ECO:0000303|PubMed:22683676};	phospholipase A2, group X
NV2.10261	1297.59612919964	-7.56544447018633	0.387415203880653	-16.9467909478557	2.032491183103e-64	1.42038400694827e-62	6499.94640792436	6299.06293979702	6019.50321400275	48.6564579158967	42.2250633189754	8.2948347869553	NA	NA	NA
NV2.10262	218.91559101546	-1.79745700563458	0.161516425279196	-4.93731212943886	7.92066474561579e-07	6.55395492188227e-06	394.613012164938	411.922451319642	399.940937876681	113.531735137092	139.342708952619	95.0715679427953	NA	NA	NA
NV2.10263	379.775184543318	-1.43267451320319	0.0976570483099784	-4.4305507968029	9.39927024303414e-06	6.93205468240214e-05	640.315453701598	674.054920341233	627.358333924205	239.92667179218	245.609118305374	233.531502463511	NA	CHRNA7-FAM7A fusion protein;	Acetylcholine Receptor
NV2.10264	84.1068535190333	2.94090474181974	0.322437857340555	6.01946917098442	1.74989980164759e-09	1.87328631089744e-08	29.7821141256557	9.85460409855604	26.6627291917787	185.677517564112	182.271523326911	137.821870306334	NA	NA	NA
NV2.1027	332.866650045455	-1.85045373704095	0.160997355358774	-5.28240811872816	1.27496782642843e-07	1.13608522795263e-06	392.131169321134	467.108234271556	446.992812920996	129.191284811174	144.972717395149	89.3289900133647	NA	NA	NA
NV2.10273	933.275538271493	-1.47864560740368	0.0932703338007974	-5.1318097394821	2.86969501901246e-07	2.47209784671068e-06	1124.2748082435	1131.30855051423	1069.64595934077	374.710652915526	443.363164849242	375.819822270513	NA	NA	NA
NV2.10279	239.070277966771	-2.70915678101164	0.163678536453522	-10.4421558137342	1.59154647194713e-25	4.14757899721528e-24	240.738755849051	301.550885415815	266.627291917787	35.793256397901	45.0400675402405	44.0264307923012	NA	NA	NA
NV2.10281	805.240495515557	-2.64492149450222	0.267524046007368	-6.14868651641472	7.81272175799046e-10	8.55502202361174e-09	923.245537895328	837.641348377263	908.101188355287	102.905612143965	99.2288987995922	224.598603462174	NA	NA	NA
NV2.10288	706.199078988983	1.80765068079429	0.151936215045816	5.31572199920039	1.06235239433804e-07	9.53918831855314e-07	250.666127224269	260.161548201879	332.499916979829	1101.20190386667	1040.84781081274	832.673799767435	NA	NA	NA
NV2.10290	896.907916729888	2.23109543223313	0.271465883090778	4.53499135219676	5.76058456606212e-06	4.36760452735283e-05	307.748512631776	335.056539350905	282.311250265892	1755.5473723908	1895.905343022	689.109351531671	NA	NA	NA
NV2.10295	2205.30895005028	-4.92667444093013	0.089618996248056	-43.8152021928644	0	0	5254.06130033443	5284.03871764575	5127.08598399556	170.577237521247	168.196502220585	176.105723169205	enhancing factor [Mus musculus]	Phospholipase A2 A2-actitoxin-Ucs2a {ECO:0000303|PubMed:22683676};	phospholipase A2, group IB, pancreas
NV2.103	478.730680819195	-2.24125421269407	0.391765596887977	-3.16835940305652	0.00153301877732577	0.00837861668603442	469.068297479078	409.951530499931	382.688583693765	115.209544030744	125.97143890161	25.5225685752471	transient receptor potential cation channel, subfamily A, member 1 [Anolis carolinensis]	Transient receptor potential cation channel subfamily A member 1;	Transient receptor potential cation channel subfamily A member
NV2.10304	127.439507807713	-2.15798774561813	0.202309143014928	-5.72385275505164	1.04135013014701e-08	1.03906695606487e-07	210.956641723395	238.481419185056	252.511729404492	49.7749971783311	41.5213122636592	66.3586782956424	cys-loop ligand-gated ion channel subunit [Tribolium castaneum]	Gamma-aminobutyric acid receptor subunit beta-like;	Gamma-aminobutyric acid (GABA) A receptor
NV2.10305	741.693736304152	1.63193586052533	0.16199661828221	3.90092007614904	9.58277868429858e-05	0.000623231326142653	419.431440602985	404.038768040797	418.761687894407	1042.47859258887	1137.96545644639	1669.81404903554	NA	NA	NA
NV2.10308	1065.9048790349	-3.53402391493974	0.140321468437848	-18.0587043675511	6.73856966444324e-73	5.35042431356793e-71	1901.09161835436	2087.20514807417	2078.12448112393	196.303640557239	192.827789156654	134.631549234428	lysosomal acid lipase/cholesteryl ester hydrolase precursor [Ovis aries]	Gastric triacylglycerol lipase;	Partial alpha/beta-hydrolase lipase region
NV2.10311	1715.48110368219	-2.19543101232841	0.371918830656359	-3.21422556157945	0.00130796880882213	0.00722266647049782	3988.32144999406	3947.75440188155	3704.55096182243	1149.85836178257	1147.1142201655	244.378594107991	NA	NA	NA
NV2.10318	124.397826008781	-1.86831591892991	0.186846621550987	-4.6472123055913	3.36450845686057e-06	2.61576513735672e-05	253.147970068074	220.743131807655	268.195687752598	59.2825809090236	65.4488481444119	79.1199625832659	mitogen-activated protein kinase 8 interacting protein 1 variant [Homo sapiens]	C-Jun-amino-terminal kinase-interacting protein 1;	mitogen-activated protein kinase 8 interacting protein
NV2.10332	4517.98088118925	3.08365739823732	0.187336272660522	11.1225518082832	9.74443235478733e-29	2.89986225371574e-27	1208.65746493286	936.187389362823	1057.09879266229	10698.8280451851	10505.5957537611	5917.40752417103	NA	NA	NA
NV2.10334	592.59125794118	2.46474685574348	0.189025903023062	7.74892135055572	9.26763945516117e-15	1.41625622107987e-13	203.511113191981	218.772210987944	211.733437699419	1324.35048672234	1339.23825826684	839.692506125628	NA	NA	NA
NV2.10336	277.112373589757	5.27588027013684	0.322551226779716	13.2564377845539	4.14103607571398e-40	1.67973026384233e-38	7.44552853141393	13.7964457379785	23.5259375221577	544.728620805556	582.002122746545	736.326103395878	Putative protein C14orf166B [Columba livia]	Leucine-rich repeat-containing protein 74A {ECO:0000250|UniProtKB:Q0VAA2};	chromosome 14 open reading frame 166B
NV2.10337	162.651476037639	2.69324203948675	0.20913139101961	8.09654653579946	5.65413540541322e-16	9.35288231645436e-15	47.1550140322882	43.3602580336466	51.7570625487469	296.412904545118	307.539211173204	322.222428262494	NA	NA	NA
NV2.10338	776.43667664001	3.92584338454195	0.358320135311762	8.16544507608059	3.20252226469892e-16	5.39800026531321e-15	146.428727784474	126.138932461517	144.292416802567	2805.85573981671	2798.11419593744	729.945461252066	NA	NA	NA
NV2.10339	306.300922733779	4.77787303509864	0.651804812298392	5.79601893667695	6.79075991814921e-09	6.89384055020382e-08	32.2639569694604	31.5347331153793	23.5259375221577	1089.45724161111	1176.67176448878	118.679943874899	NA	NA	NA
NV2.10340	101.082008599158	5.11361570851555	0.907324483156103	4.53378673769107	5.79355258557856e-06	4.38903360512831e-05	2.48184284380464	11.8255249182672	6.27358333924205	337.798857255191	370.876806151667	15.9516053595294	NA	NA	NA
NV2.10341	121.82464591713	4.83539135743937	0.859219189700501	4.46381017022708	8.05149036065365e-06	5.99492253150186e-05	7.44552853141393	5.91276245913362	14.1155625132946	387.573854433522	390.581835700523	20.4180548601976	NA	NA	NA
NV2.10343	8018.17229988679	3.37884481114251	0.155642870133697	15.2839947573511	9.77598218066101e-53	5.36500151496923e-51	1662.83470534911	1612.21323052377	1519.77556393139	18531.9585000133	19434.7891436138	11887.7743781357	NA	NA	NA
NV2.10344	287.757606913045	3.34453460191113	0.234471825243211	9.99921674802171	1.53607155137743e-23	3.66516100730837e-22	49.6368568760929	68.9822286898923	79.9881875753361	762.843776980266	773.422409792566	519.384270506278	NA	NA	NA
NV2.10345	67.4558880385649	-2.86773739953395	0.300070377715992	-6.22433115107986	4.83614653940855e-10	5.36171469274059e-09	124.092142190232	179.35379459372	133.313645958894	26.8449422984258	23.9275358807527	8.93289900133647	NA	NA	NA
NV2.10348	4135.86415740959	-3.85424433018408	0.0650326322390517	-43.8894172342931	0	0	9991.8992891575	9643.71557084694	9813.45273840937	657.701086311432	698.121046873727	681.452580959097	NA	NA	NA
NV2.10350	99.686416502431	-3.37197500643015	0.291592099243797	-8.13456541717531	4.13418689392845e-16	6.90597970043071e-15	186.138213285348	201.033923610543	180.365521003209	11.7446622555613	10.5562658297439	32.54127493344	Protein MB21D2 [Corvus brachyrhynchos]	Protein MB21D2;	Mab-21 domain containing 2
NV2.10359	301.226698250731	-9.57656478466021	0.525220406219629	-16.3294584199262	6.09227545948691e-60	3.89300574652624e-58	1290.55827877842	1247.59287887719	1303.33693872754	1.11853926243441	3.51875527658129	0.638064214381177	NA	NA	NA
NV2.10360	233.081900421472	-1.54946571073431	0.157760404004325	-3.48291267509205	0.000495990123578586	0.00292222283418151	471.550140322882	370.533114105707	439.150833746943	171.136507152464	128.082692067559	136.545741877572	NA	NA	NA
NV2.10366	297.44908607336	1.96721562525407	0.215293739058196	4.49253949271895	7.03788618180669e-06	5.2802540517222e-05	146.428727784474	124.168011641806	117.629687610788	617.433672863793	527.109540431876	363.058537982889	NA	NA	NA
NV2.10367	120.913413807202	5.77956752417682	0.526341928854233	9.08072730322134	1.07851726038737e-19	2.19935011601836e-18	7.44552853141393	5.91276245913362	3.13679166962102	268.449422984258	305.427958007256	280.110190113337	NA	NA	NA
NV2.10374	14.6160985575946	-3.5817901288861	0.649377599102129	-3.97579179271945	7.01454767902274e-05	0.000466112696377797	42.191328344679	25.6219706562457	15.6839583481051	3.91488741852043	0.703751055316257	1.91419264314353	NA	NA	NA
NV2.10375	80.4211453357292	-2.10230057402609	0.291284675330118	-3.78427245709661	0.000154158872848569	0.000971773786649139	163.801627691107	147.819061478341	155.271187646241	24.607863773557	26.7425401020178	57.4257792943059	NA	NA	NA
NV2.10386	431.317283306998	1.41682435137208	0.131414864943458	3.17182041431481	0.00151486653229951	0.00829641755978176	255.629812911878	218.772210987944	249.374937734871	645.95642405587	589.039633299707	694.851929461101	p90 autoantigen [Homo sapiens]	Protein CIP2A;	kiaa1524
NV2.10387	175.052060537202	2.96769867407745	0.26985239234562	7.29175923538703	3.05933532657292e-13	4.26637801633215e-12	57.0823854075068	35.4765747548017	32.9363125310208	376.388461809178	351.875527658128	225.874731890936	NA	NA	NA
NV2.10388	1835.40679178445	3.88024325262736	0.255443177688811	11.2754753471481	1.73439310762314e-29	5.24506337036308e-28	310.230355475581	309.43456869466	293.290021109566	5546.83620241223	5604.67340453867	2284.90795169899	NA	NA	NA
NV2.10390	87.7406656164059	-1.99402932893062	0.22538610783806	-4.41033983179137	1.03208521235599e-05	7.59072841046527e-05	148.910570628279	171.470111314875	158.407979315862	45.8601097598107	45.7438185955567	28.7128896471529	NA	NA	NA
NV2.10394	1630.46273425006	-4.46302753596901	0.0949737931334035	-36.4629801729064	4.28431609097273e-291	3.33087724756084e-288	3633.41792333	3640.2907540066	3353.23029482488	163.306732315423	159.75148955679	158.239925166532	NA	NA	NA
NV2.10399	789.677674742933	-2.74123890782222	0.1343729603773	-12.9582536764321	2.1099640177631e-38	8.28838286472455e-37	814.044452767923	707.560574276323	809.292250762224	134.783981123346	111.192666739969	101.452210086607	NA	NA	NA
NV2.10407	74.2884025781281	-2.6380993296075	0.230478859867389	-7.10737345086665	1.18272095618497e-12	1.57518845977554e-11	205.992956035786	175.411952954297	203.891458525367	31.8783689793806	40.8175612083429	21.69418328896	NA	NA	NA
NV2.1044	216.447489001739	2.16161619619274	0.203227616678514	5.71583830572743	1.09164504146607e-08	1.08644960452602e-07	96.7918709083811	51.2439413124914	97.2405417582518	351.221328404404	351.171776602812	395.599812916329	collagen, type XXII, alpha 1 precursor [Gallus gallus]	Matrilin-2;	NA
NV2.1045	45.8245849186028	2.96181177153789	0.361418492441046	5.42808907836364	5.69606110534903e-08	5.26935072705541e-07	7.44552853141393	11.8255249182672	18.8207500177261	111.853926243441	107.673911463387	95.0715679427953	NA	NA	NA
NV2.10450	392.980923722389	2.38589847167409	0.207926956806742	6.66531407451036	2.64099956823164e-11	3.24413501933076e-10	146.428727784474	181.324715413431	114.492895941167	892.594331422657	845.205017434825	560.220380226673	N-acetylated-alpha-linked acidic dipeptidase 2 [Cuculus canorus]	Glutamate carboxypeptidase 2;	N-acetylated alpha-linked acidic
NV2.10451	637.284833408593	-1.61234302029978	0.102988720268123	-5.9457289954239	2.75229179986062e-09	2.89324015175207e-08	1054.78320861697	1085.97737166088	970.837021747707	322.698577212327	311.761717505102	381.562400199944	NA	NA	NA
NV2.1046	53.6190929903981	4.38374628635284	0.551732371443788	6.13294862053891	8.62650149721543e-10	9.40747466023043e-09	0	9.85460409855604	4.70518750443154	102.346342512748	97.1176456336435	123.146393375567	NA	NA	NA
NV2.1047	47.2048895396435	4.31367271890837	0.62201417558079	5.32732668964386	9.96688036890417e-08	8.96682838974845e-07	2.48184284380464	0	9.41037500886307	68.7901646397161	72.4863586975745	124.422521804329	NA	NA	NA
NV2.10470	298.221561729759	3.68152692527048	0.266780370840685	10.0514401296481	9.05345497041984e-24	2.18536114221299e-22	64.5279139389208	53.2148621322026	36.0731042006418	758.369619930528	733.30859963954	435.159794207962	NA	NA	NA
NV2.10472	273.504413601925	-1.69251050664093	0.121470216589686	-5.70107246108035	1.19056011206128e-08	1.17912214070867e-07	402.058540696352	429.660738697043	359.162646171607	123.039318867785	128.082692067559	116.127687017374	NA	NA	NA
NV2.10474	31.7577750042942	-2.30931995488627	0.286202448906499	-4.57480346478103	4.76667234386798e-06	3.65112230148738e-05	84.3826566893579	68.9822286898923	73.7146042360941	18.4558978301677	11.9637679403764	14.6754769307671	EGF calcium-binding domain-containing protein [Haliangium ochraceum]	NA	NA
NV2.10475	819.06949368232	2.13343136904474	0.201249684233795	5.63196594995904	1.78166864995061e-08	1.7251767171473e-07	263.075341443292	264.103389841302	258.785312743734	1338.89149713399	1337.12700510089	771.419635186842	NA	NA	NA
NV2.10476	44.0848514608587	2.63891877422759	0.518711907261593	3.15959350707765	0.0015798939424624	0.0086171415002648	7.44552853141393	17.7382873774009	6.27358333924205	77.1792091079741	90.0801350804809	27.4367612183906	NA	NA	NA
NV2.10478	24.2062122516153	5.15306133426066	1.12839300009513	3.68050965746025	0.000232768242703692	0.001434827433303	2.48184284380464	1.97092081971121	0	45.3008401285935	37.2988059317616	57.4257792943059	NA	NA	NA
NV2.10485	187.823181579489	-1.78242630223036	0.218328594888317	-3.58370969515283	0.000338748572300376	0.00204355305869794	240.738755849051	315.347331153793	351.320666997555	105.142690668834	99.2288987995922	60.6161003662118	uncharacterized protein LOC398915 [Xenopus laevis]	Beta-1 adrenergic receptor;	NA
NV2.10492	141.770036796583	-4.14633880669213	0.489800173160957	-6.42371926164712	1.32984362535427e-10	1.54025774087432e-09	67.0097567827254	65.0403870504698	48.6202708791259	0	0.703751055316257	9.57096321571765	NA	NA	NA
NV2.10496	295.391353565408	-5.11049114002746	0.324764359053878	-12.6568418776074	1.02542082221476e-36	3.83433409252608e-35	553.450954168436	545.945067060004	514.433833817848	7.82977483704085	7.03751055316257	31.9032107190588	NA	NA	NA
NV2.1050	128.771242248572	-3.73414853265385	0.222475467625342	-12.2896630439194	1.02934189695753e-34	3.66536077391805e-33	173.728999066325	216.801290168233	214.87022936904	16.2188193052989	16.1862742722739	13.3993485020047	NA	NA	NA
NV2.10508	6825.71061812818	-7.2491978793107	0.113879720002994	-54.8754236412454	0	0	11835.9085221043	11119.9352648106	11369.3014065414	67.6716253772816	65.4488481444119	92.5193110852706	serine/threonine protein kinase [Fonticula alba]	Proprotein convertase subtilisin/kexin type 5;	NA
NV2.10511	725.834042993615	-2.34684929321393	0.093099303857222	-14.4668030523566	1.96390303700845e-47	9.39601711988224e-46	1233.47589337091	1359.93536560073	1256.28506368322	263.97526593452	263.906645743596	229.065052962842	Stress response protein nhaX [Crassostrea gigas]	NA	NA
NV2.10512	192.03997326217	-1.93901758997566	0.247609085666755	-3.79233899049827	0.000149235007709758	0.000942965123215841	382.203797945915	277.89983557928	327.794729475397	102.905612143965	107.673911463387	46.5786876498259	por secretion system C-terminal sorting domain containing protein [Tannerella sp. CAG:118]	Chondroitin sulfate ABC exolyase {ECO:0000250|UniProtKB:C5G6D7};	Lyase, catalytic
NV2.10528	312.669575608481	3.27130307935258	0.286234385140764	7.93511610506055	2.10298498100683e-15	3.33954014983885e-14	71.9734424703347	86.7205160672931	62.7358333924205	916.08365593378	828.314992107235	386.028849700612	NA	NA	NA
NV2.1054	576.741431964052	-1.7336870716272	0.107415640611737	-6.83035605847358	8.47041320179531e-12	1.07516625804285e-10	868.644995331626	782.455565425349	912.806375859718	251.671334047742	234.349101420314	285.214703828386	NA	NA	NA
NV2.10545	160.148200955769	-2.55257401693805	0.26600928829944	-5.83654062180849	5.32957731639941e-09	5.45499633278643e-08	121.610299346428	139.935378199496	114.492895941167	19.5744370926021	31.6687974892316	13.3993485020047	NA	NA	NA
NV2.10547	160.902724120503	-2.19200519407648	0.174771013047374	-6.82038270129707	9.07982995281856e-12	1.14939312815225e-10	300.302984100362	352.794826728306	277.606062761461	65.99381648363	73.893860808207	63.8064214381177	NA	NA	NA
NV2.10549	9003.56584281455	-2.35797115360307	0.0485817575087724	-27.9522854511359	6.18383671765012e-172	1.51821328045571e-169	15499.10855956	15319.9675316152	16016.458265085	3110.65768883009	3027.53703997054	2998.26374337715	NA	NA	NA
NV2.10551	109.95544701944	-4.59674887653571	0.371033463251259	-9.69386654513164	3.20172820149732e-22	7.22382666405544e-21	109.201085127404	120.226170002384	92.5353542538202	4.47415704973763	8.44501266379508	0.638064214381177	NA	NA	NA
NV2.10557	181.326208734968	-2.02710411151811	0.172853928256093	-5.94203511531655	2.8150509560579e-09	2.95255962839148e-08	315.19404116319	321.260093612927	266.627291917787	76.6199394767569	83.0426245273183	61.2541645805929	NA	NA	NA
